index,NCT,Sponsor,Title,Summary,Start_Year,Start_Month,Phase,Enrollment,Status,Condition
13170,NCT01264380,Roche,"A Phase I, Randomized, Open-label, Multi-center, Two Period Crossover Study to Investigate the Effect of Food on the Pharmacokinetics of a Single Oral Dose of RO5185426, Followed by Administration of 960 mg RO5185426 Twice Daily to BRAF V600E Positive Metastatic Melanoma Patients","This randomized, open-label, two period crossover study will evaluate the effect of food on the pharmacokinetics of a single dose of RO5185426 and the efficacy and safety of continuous administration in patients with BRAF V600E mutation-positive metastatic melanoma. Patients will be randomized to receive in a crossover design single oral doses of RO5185426 with or without food, with a 10-day washout period between doses. Following the crossover periods, patients will receive RO5185426 orally twice daily on a continuous basis until disease progression or unacceptable toxicity occurs.",2011,1,Phase 1,16,Completed,Melanoma
13171,NCT01271010,Roche,"Prospective Study of Efficacy and Safety of RFC (Rituximab, Fludarabine, Cyclophosphamide) Regimen as a First-Line Therapy in Patients With B-Cell Chronic Lymphocytic Leukemia and Favorable Somatic Status","This multi-center, single-arm study evaluated the efficacy and safety of rituximab in combination with fludarabine and cyclophosphamide in participants with B-cell chronic lymphocytic leukemia (CLL) and favorable somatic status.",2011,6,Phase 4,89,Terminated,"Leukemia, Lymphocytic, Chronic, B-Cell"
13172,NCT01271803,Roche,"A Phase IB, Open-Label, Dose-Escalation Study Evaluating the Safety, Tolerability and Pharmacokinetics of Vemurafenib in Combination With GDC-0973 (Cobimetinib) When Administered in BRAFV600E Mutation-Positive Patients Previously Treated (But Without Prior Exposure to BRAF or MEK Inhibitor Therapy) or Previously Untreated for Locally Advanced/Unresectable or Metastatic Melanoma or Those Who Have Progressed After Treatment With Vemurafenib","This open-label, dose-escalation study of vemurafenib in combination with cobimetinib will evaluate the safety, tolerability and pharmacokinetics in participants with BRAFV600 mutation-positive metastatic melanoma. Participants with previously untreated, BRAFV600E mutation-positive, locally advanced/unresectable or metastatic melanoma or those who have progressed on vemurafenib monotherapy immediately prior to enrolling in this trial are eligible. Participants will be assigned to different cohorts with escalating oral doses of vemurafenib and cobimetinib. This study consists of 2 stages, Stage 1 (Dose Escalation Stage [DES] and Cohort Expansion Stage [CES]) and the anticipated time on study treatment is until disease progression, unacceptable toxicity or any other discontinuation criterion is met.",2011,2,Phase 1,131,Completed,Melanoma
13173,NCT01272908,Roche,"Rituximab Phase IIIb Open-label, Multi-centre Assessment of Safety and Effectiveness in Patients With RA Following an Inadequate Response to One Prior Anti-TNF Inhibitor (RESET)","This study will evaluate the safety and effectiveness of MabThera (rituximab) in patients with active rheumatoid arthritis who are receiving methotrexate, and who have a previous or current inadequate response to one prior anti-TNF therapy. All patients will receive MabThera 1000 mg as an intravenous infusion on days 1 and 15. After the initial study phase of 24 weeks, eligible patients may receive one re-treatment with MabThera. The anticipated time on study treatment is 48 weeks.",2006,7,Phase 3,120,Completed,"Arthritis, Rheumatoid"
13174,NCT01277094,Roche,"Multi-center, Double-blind, Randomized, Placebo-controlled Study of Selective 11 Beta-HSD1 Inhibition With RO5093151 for 12 Weeks to Investigate Efficacy, Safety and Pharmacokinetics of RO5093151 in Non-alcoholic Fatty Liver Disease and Its Metabolic Consequences.","This multi-center, double-blind, randomized, placebo-controlled study will evaluate the change in liver fat content, pharmacokinetics and safety of RO5093151 in patients with non-alcoholic fatty liver disease. Patients will be randomized to receive either daily oral doses of RO5093151 or matching placebo. The anticipated time on study treatment is 12 weeks.",2011,4,Phase 1,82,Completed,Fatty Liver
13175,NCT01278134,Roche,"INFORM-SVR: A Randomized, Multi-Center Study of Interferon-Free Treatment With a Combination of a Polymerase Inhibitor (RO5024048) and a Ritonavir Boosted HCV Protease Inhibitor (RO5190591/r, DNV/r) With or Without Copegus® in Interferon Naïve HCV Genotype 1 Infected Patients","This multicenter, randomized, double-blind, parallel group study will evaluate the safety and efficacy of the combination RO5024048 and ritonavir-boosted danoprevir with and without Copegus (ribavirin) in patients with chronic hepatitis C genotype 1. In arm A and B, interferon treatment-naïve patients will receive 1000 mg RO5024048 orally twice daily and 100 mg danoprevir with 100 mg ritonavir orally twice daily plus either Copegus (1000 mg or 1200 mg orally daily) or placebo for 12 weeks. Depending on viral response and treatment arm patients will be re-randomized to continue assigned treatment for additional 12 weeks or stop all treatment. The anticipated time on study treatment is up to 24 weeks plus a 24-week follow-up. As of 29. September 2011, Arm B patients (placebo-containing arm) will be offered, in conjunction with the current treatment, Pegasys (peginterferon alfa-2a) 180 mcg subcutaneously weekly plus Copegus 1000mg or 1200 mg orally daily for 24 weeks, with a 24-week follow-up.",2011,2,Phase 2,170,Completed,"Hepatitis C, Chronic"
13176,NCT01283386,Roche,"Prospective Randomized Study to Compare Efficacy and Safety of RFC-lite (Rituximab, Fludarabine, Cyclophosphamide) Regimen With LR (Rituximab, Chlorambucil) as a First-line Therapy in Patients With B-cell Chronic Lymphocytic Leukemia and Unfavorable Somatic Status","This multi-center, randomized study will compare the efficacy and safety of MabThera (rituximab) in combination with either fludarabine and cyclophosphamide or with chlorambucil in patients with previously untreated B-cell chronic lymphocytic leukemia and unfavourable somatic status. Patients will be randomized to receive Mabthera (375 mg/m2 intravenously [iv] Day 1 of Cycle 1, 500 mg/m2 iv Day 1 Cycles 2-6) with either fludarabine (20 mg/m2 iv or 32 mg/m2 orally Days 1-3) and cyclophosphamide (150 mg/m2 iv or orally Days 1-3) or with chlorambucil (10 mg/m2 orally Days 1-7) for 6 cycles of 28 days. Anticipated time on study treatment is 24 weeks.",2011,4,Phase 4,18,Completed,"Leukemia, Lymphocytic, Chronic, B-Cell"
13177,NCT01283971,Roche,"A Randomized, Open-label, Parallel-group Study of the Reduction of Signs and Symptoms During Treatment With Tocilizumab Versus Adalimumab, Both in Combination With MTX, in Patients With Moderate to Severe Active Rheumatoid Arthritis and an Inadequate Response to Treatment With Only One TNF Inhibitor","This randomized, parallel-group study will assess the efficacy and safety of RoActemra/Actemra (tocilizumab) versus adalimumab, both in combination with methotrexate (MTX) in patients with moderate to severe active rheumatoid arthritis. Patients, already treated with MTX at stable doses, will be randomized to receive either RoActemra/Actemra 8 mg/kg intravenously (IV) every 4 weeks or adalimumab 40 mg subcutaneous (SC) every 2 weeks. All patients will receive methotrexate (10-25 mg weekly) and folate (at least 5 mg weekly). The anticipated time on study treatment is 24 weeks.",2011,5,Phase 4,96,Terminated,"Arthritis, Rheumatoid"
13178,NCT01285583,Roche,An Open-label Safety Extension Study of TRO19622 in Amyotrophic Lateral Sclerosis (ALS) Patients Treated With Riluzole,"The purpose of the assay is to assess the safety of TRO19622 330 mg QD as add-on therapy to riluzole 50 mg bid in the treatment of patients suffering from ALS, after completion of the preceding clinical trial (TRO19622 CL E Q 1015-1) in an open label extension.",2010,10,Phase 2/Phase 3,271,Completed,Amyotrophic Lateral Sclerosis
13179,NCT01286753,Roche,"An Open-Label, Multi-Center Phase II Study of the BRAF Inhibitor Vemurafenib in Patients With Metastatic or Unresectable Papillary Thyroid Cancer (PTC) Positive for the BRAF V600 Mutation and Resistant to Radioactive Iodine","This open-label, multi-center study will evaluate the safety and efficacy of Vemurafenib (RO5185426) in participants with metastatic or unresectable papillary thyroid cancer (PTC) positive for the BRAF V600 mutation and resistant to radioactive iodine therapy. Participants will receive vemurafenib 960 milligrams (mg) orally twice daily until progressive disease or unacceptable toxicity occurs.",2011,6,Phase 2,51,Completed,Thyroid Neoplasms
13180,NCT01287741,Roche,"A Phase III, Multicenter, Open-Label Randomized Trial Comparing the Efficacy of GA101 (RO5072759) in Combination With CHOP (G-CHOP) Versus Rituximab and CHOP (R-CHOP) in Previously Untreated Patients With CD20-Positive Diffuse Large B-Cell Lymphoma (DLBCL)","This open-label, randomized, parallel group study will evaluate the efficacy and safety of obinutuzumab in combination with cyclophosphamide, doxorubicin, vincristine, and prednisolone or prednisone (CHOP) chemotherapy versus rituximab (MabThera/Rituxan) with CHOP in previously untreated participants with cluster of differentiation 20 (CD20)-positive diffuse large B-cell lymphoma (DLBCL). Participants will be randomized to receive either obinutuzumab 1000 milligrams (mg) intravenously (IV) every 21 days or rituximab 375 milligrams per square meter (mg/m^2) IV every 21 days for 8 cycles, in addition to 6-8 cycles of CHOP chemotherapy IV every 21 days. Participants randomized to the obinutuzumab arm will receive an additional two doses on Days 8 and 15 of Cycle 1. Anticipated time on study treatment is 24 weeks.",2011,7,Phase 3,1418,Completed,"Lymphoma, Large B-Cell, Diffuse"
13181,NCT01287754,Roche,A Study of Erlotinib (Tarceva®) Treatment in Patients With Locally Advanced or Metastatic Non-small Cell Lung Cancer Who Present Activating Mutations in the Tyrosine Kinase Domain of the Epidermal Growth Factor Receptor,"This single arm, open-label study will assess the efficacy and safety of Tarceva (erlotinib) in patients with locally advanced or metastatic non-small cell lung cancer with epidermal growth factor receptor (EGFR) mutations. Patients will receive Tarceva at a dose of 150 mg daily orally until disease progression or unacceptable toxicity occurs.",2011,10,Phase 4,24,Completed,Lung Neoplasms
13182,NCT01290094,Roche,"Interventional, Single Arm, Open Label Study of the Efficacy, Safety and Compliance to the Treatment With Intravenous (IV) Ibandronate (Bonviva®) in the Postmenopausal Osteoporosis Treatment of Bisphosphonates naïve Patients in Daily Practice","This single arm, open label study will assess the efficacy and safety of and compliance to treatment with Bonviva/Boniva (ibandronate) in biphosphonate-naïve patients with post-menopausal osteoporosis. Patients will receive Bonviva/Boniva at a dose of 3 mg intravenously every three months. Anticipated time on study treatment is 12 months with a follow-up of 12 months.",2011,4,Phase 3,41,Completed,Osteoporosis
13183,NCT01290718,Roche,Study of Trastuzumab Combined With Capecitabine on HER2-positive Metastatic Breast Cancer Patients Pretreated With Trastuzumab and Taxanes or HER2- Positive Breast Cancer Patients Relapsed From (Neo)Adjuvant Therapy of Trastuzumab and Taxanes,"This single arm. open-label study will assess the efficacy and safety of Herceptin (trastuzumab) in combination with Xeloda (capecitabine) in patients with metastatic or recurrent HER2-positive breast cancer, refractory to or relapsing after chemotherapy with Herceptin and taxanes. Patients will receive Xeloda 900mg/m2 twice daily orally on days 1-14 of each 3-week cycle and Herceptin 8mg/kg intravenously (iv) on day 1 of the first cycle followed by 6mg/kg iv every 3 weeks. The anticipated time on study treatment is until disease progression or unacceptable toxicity occurs.",2011,12,Phase 2,4,Terminated,Breast Neoplasms
13184,NCT01292603,Roche,"An Adaptive, Comparative, Randomized, Parallel-group, Multi Center, Phase Ib Study of Subcutaneous (SC) Rituximab Versus Intravenous (IV) Rituximab Both in Combination With Chemotherapy (Fludarabine and Cyclophosphamide), in Patients With Previously Untreated CLL","This randomized, parallel-group, multi-center study will compare the pharmacokinetics and safety of subcutaneous administration of MabThera (rituximab) versus intravenous MabThera in combination with chemotherapy in previously untreated patients with chronic lymphocytic leukemia (CLL). The study consists of 2 parts. In part 1, patients who have previously received 4 cycles of intravenous MabThera will receive in Cycle 5 intravenous MabThera and in Cycle 6 subcutaneous MabThera. In part 2, patients will be randomized to receive either 6 cycles of intravenous MabThera, or 1 cycle of intravenous MabThera and 5 cycles of subcutaneous MabThera. Additionally, all patients will receive chemotherapy (fludarabine and cyclophosphamide) on Days 1-3 or Days 1-5 of every cycle. The anticipated time on study drug is 24 weeks.",2011,4,Phase 1,240,Completed,"Leukemia, Lymphocytic, Chronic, B-Cell"
13185,NCT01296971,Roche,"Open-label, Multicenter, Non-Comparative Prospective Study to Assess the Safety of Individualized Combination Therapy With Ribavirin And Peginterferon Alfa-2a (40 kD) in Patients With Chronic Hepatitis C (CHC) (MASTER Study)","This open-label, non-comparative study will assess the safety and tolerability of individualized combination therapy with Copegus (ribavirin) and Pegasys (peginterferon alfa-2a) in patients with chronic hepatitis C. Patients with hepatitis C virus (HCV) genotype 1 (Group A) will receive Copegus 1'000 mg or 1'200 mg daily orally for 24-72 weeks. For patients with genotype 2 or 3 HCV (Group B) the Copegus dose will be 800 mg daily for 16-48 weeks. Patients who had previously received standard or pegylated interferons but were non-responders or with relapse (Group C) will receive Copegus 1'000 mg or 1'200 mg daily for up to 72 weeks. Concomitant therapy with Pegasys 180 mcg subcutaneously weekly will be given to all patients. Anticipated time on study treatment is up to 72 weeks with a 24-week follow-up.",2009,12,Phase 3,0,Withdrawn,Hepatitis
13186,NCT01301729,Roche,"A Multicenter, Single Arm, Open-Label PhIV Study to Investigate the Effect of First-Line Herceptin (Trastuzumab) in Combination With a Taxane in Patients With Metastatic Breast Cancer Who Relapsed After Receiving (Neo)Adjuvant Herceptin for HER2-Positive Early Breast Cancer","This single arm, open-label study will evaluate the efficacy and safety of Herceptin (trastuzumab) in combination with a taxane as first line therapy in participants with HER2-positive breast cancer who relapsed after neoadjuvant or adjuvant Herceptin treatment. Participants will receive Herceptin (loading dose of 4 mg/kg intravenously [iv], 2 mg/kg iv weekly thereafter) with 6 3-week cycles of either docetaxel (100 mg/m2 iv every 3 weeks) or paclitaxel (90 mg/m2 every week). Herceptin treatment will be continued until disease progression or unacceptable toxicity occurs.",2011,3,Phase 4,32,Completed,Breast Neoplasms
13187,NCT01302600,Roche,"Phase II, Multicenter, Randomized, Adaptive, Double-blind, Placebo Controlled Study to Assess Safety and Efficacy of Olesoxime (TRO19622) in 3-25 Year Old Spinal Muscular Atrophy (SMA) Patients.",Assess the efficacy and the safety of olesoxime in SMA type 2 or type 3 non ambulant patients aged 3-25 years,2010,11,Phase 2,165,Completed,"Muscular Atrophy, Spinal"
13188,NCT01307397,Roche,"An Open-Label, Multicenter Study to Assess the Safety of RO5185426 (Vemurafenib) in Patients With Metastatic Melanoma","This multi-center study evaluates the safety and efficacy of vemurafenib in participants with BRAF V600 mutation-positive, surgically incurable, and unresectable Stage IIIC or IV (American Joint Committee on Cancer [AJCC]) metastatic melanoma.",2011,3,Phase 3,3219,Completed,Melanoma
13189,NCT01308684,Roche,"Open-label, Combined Dose-finding (Phase I) and Efficacy-finding (Phase II) Study of RO5323441 in Combination With Bevacizumab for Patients With Recurrent Glioblastoma","This open-label, multicenter study will evaluate the safety and efficacy of RO5323441 in combination with Avastin (bevacizumab) in patients with recurrent glioblastoma. In the dose-finding part, patients will receive intravenous escalating doses of RO5323441 in combination with 10 mg/kg Avastin once every two weeks. In the efficacy-finding part, patients will be randomized to receive the established dose (from the dose-finding part) of RO5323441 plus Avastin or Avastin alone. Patients in the dose-finding part may continue treatment with RO5323441 and Avastin on the study until evidence of progressive disease or unacceptable adverse events happen. In the efficacy-finding part, patients will receive study treatment until disease progression or death.",2011,5,Phase 1,22,Completed,Glioblastoma
13190,NCT01308723,Roche,"Exploratory Open Label Dose-escalation Phase Ib Study to Evaluate Safety, Pharmacokinetics and Therapeutic Activity of RO5323441, Administered Intravenously, in Combination With Sorafenib (Nexavar®), in Patients With Advanced or Metastatic and/or Unresectable Hepatocellular Carcinoma","This open-label study will assess the safety, efficacy and pharmacokinetics of RO5323441 in combination with sorafenib in patients with advanced or metastatic hepatocellular carcinoma previously untreated with systemic therapy. In the dose-finding Part I, cohorts of patients will receive escalating doses of RO5323441 intravenously (iv) every 2 weeks in combination with sorafenib 400 mg orally twice daily. In the exploratory Part II, patients will be randomized to receive either the previously established dose of RO5323441 iv every 2 weeks plus continuous oral sorafenib or sorafenib alone. Anticipated time on study treatment is until disease progression or unacceptable toxicity occurs. For patients in the sorafenib arm with disease progression crossover to combination treatment with RO5323441 will be allowed.",2011,3,Phase 1,6,Completed,"Carcinoma, Hepatocellular"
13191,NCT01310036,Roche,An Open-Label Multicenter Study of Erlotinib (Tarceva®) as First Line Therapy Until and Beyond RECIST Progression in NSCLC Patients Who Harbour EGFR Mutations,"This open-label, single arm study will evaluate the safety and efficacy of Tarceva (erlotinib) as first-line therapy in participants with stage IV or recurrent non-small cell lung cancer who harbour epidermal growth factor receptor (EGFR) mutations. All participants will receive Tarceva 150 mg daily orally until disease progression or unacceptable toxicity occurs. At the investigator's discretion, participants may receive Tarceva beyond disease progression.",2011,4,Phase 2,208,Completed,Lung Neoplasms
13192,NCT01323153,Roche,"A Phase III, Double-blind, Randomized, Placebo-controlled, Multi-center Study Evaluating the Efficacy and Safety of Dalcetrapib on Lipids, Lipoproteins, Apolipoproteins and Markers of Cardiovascular (CV) Risk in Patients Hospitalized for an Acute Coronary Syndrome (ACS) When Treatment is Initiated Within 1 Week After an ACS (Dal-ACUTE)","This double-blind, randomized, placebo-controlled, multi-center study will evaluate the safety and efficacy of dalcetrapib in patients hospitalized for an acute coronary syndrome (ACS). Treatment will be initiated within 1 week after the ACS. Patients will be randomized to receive dalcetrapib 600 mg as daily oral doses or matching placebo. The anticipated time on study treatment is 20 weeks.",2011,3,Phase 3,300,Completed,Coronary Disease
13193,NCT01326000,Roche,"A Randomized, Multicenter, Open-label Phase II Study of RO5083945 in Combination With FOLFIRI Versus FOLFIRI Plus Cetuximab or FOLFIRI Alone as Second Line Treatment in Patients With KRAS Wild-type or Mutant Metastatic Colorectal Cancer","This randomized, multicenter, open label study will evaluate the safety and efficacy of RO5083945 in combination with FOLFIRI as compared to FOLFIRI plus cetuximab or FOLFIRI alone as second line treatment in patients with metastatic colorectal cancer. Patients will be randomized to receive RO5083945 (1400 mg intravenously on Day 1 and Day 8 and every 2 weeks thereafter) plus FOLFIRI standard iv chemotherapy or FOLFIRI plus cetuximab (400 mg/m2 iv on Day 1 followed by 250 mg/m2 iv every week) or FOLFIRI alone. Anticipated time on study treatment is until disease progression or unacceptable toxicity occurs.",2011,4,Phase 2,169,Completed,Colorectal Neoplasms
13194,NCT01326962,Roche,Tocilizumab Efficacy and Safety in RA Patients After Inadequate Response to DMARDs or Anti-TNF,"This open-label, single arm study will evaluate the safety and efficacy of RoActemra/Actemra (tocilizumab) in patients with active, moderate to severe rheumatoid arthritis who have an inadequate response to disease-modifying antirheumatic drugs (DMARDs) or anti-TNF. Patients will receive RoActemra/Actemra at a dose of 8 mg/kg (max 800 mg) intravenously every 4 weeks for a total of 6 infusions. Non-biologic DMARD therapy may be continued throughout the study. Anticipated time on study treatment is 24 weeks.",2011,11,Phase 3,28,Completed,"Arthritis, Rheumatoid"
13195,NCT01327183,Roche,"A MULTI-CENTER, RANDOMIZED, DOUBLE-BLIND, PLACEBO-CONTROLLED STUDY EVALUATING THE EFFICACY AND SAFETY OF 2 DOSES OF RO4905417 (R1512) ADMINISTERED TO PATIENTS WITH NON ST-ELEVATION MYOCARDIAL INFARCTION (NON-STEMI) UNDERGOING PERCUTANEOUS CORONARY INTERVENTION (PCI)","This randomized, double-blind, placebo-controlled study will evaluate the efficacy and safety of RO4905417 in patients with non ST-elevation myocardial infarction (Non-STEMI) undergoing percutaneous coronary intervention (PCI). Patients will be randomized to receive an intravenous infusion of either 5 mg/kg RO4905417 or 20 mg/kg RO4905417 or placebo before PCI. Follow-up will be for 4 months.",2011,5,Phase 2,532,Completed,Myocardial Infarction
13196,NCT01328951,Roche,"A Randomized, Double-Blind, Placebo-Controlled Phase III Study of First-Line Maintenance Tarceva Versus Tarceva at the Time of Disease Progression in Patients With Advanced Non-Small Cell Lung Cancer (NSCLC) Who Have Not Progressed Following 4 Cycles of Platinum-Based Chemotherapy","This double-blind, placebo-controlled study will evaluate the benefit of first-line maintenance erlotinib (Tarceva) versus erlotinib at the time of disease progression in participants with advanced NSCLC who have not progressed following 4 cycles of platinum based-chemotherapy and whose tumor does not harbor an epidermal growth factor receptor (EGFR)-activating mutation. Participants will be randomized to receive either erlotinib 150 milligrams (mg) orally (PO) once daily or placebo. Participants who progress on placebo will receive erlotinib 150 mg PO once daily as second-line therapy, and those who progress on erlotinib may switch to a non-investigational, second-line chemotherapy. Treatments will continue until disease progression, death, or unacceptable toxicity. Participants may also be entered into a final Survival Follow-Up (SFU) period upon treatment discontinuation.",2011,9,Phase 3,643,Completed,Lung Neoplasms
13197,NCT01331837,Roche,A Clinical Outcomes Study to Evaluate the Effects of IL-6 Receptor Blockade With Tocilizumab (TCZ) in Comparison With Etanercept (ETA) on the Rate of Cardiovascular Events in Patients With Moderate to Severe Rheumatoid Arthritis (RA),"This randomized, open-label, parallel-group, multicenter study will evaluate the rate of cardiovascular events with tocilizumab in comparison to etanercept in participants with rheumatoid arthritis (RA). Participants will be randomized to receive intravenous (IV) 8 milligrams per kilogram (mg/kg) tocilizumab every 4 weeks or subcutaneous 50 milligrams (mg) etanercept weekly, with or without non-biologic disease-modifying anti-rheumatic drug (DMARD).",2011,8,Phase 4,3080,Completed,"Arthritis, Rheumatoid"
13198,NCT01331850,Roche,A Randomized Open-label Study to Evaluate the Sustained Virologic Response of Danoprevir/Ritonavir and Copegus in Combination With RO5024048 and/or Pegasys in Chronic Hepatitis C Genotype 1 Patients Who Failed Previous Standard Therapy,"This randomized, open-label, multi-center study will evaluate the sustained virological response, pharmacokinetics and safety of various combinations of danoprevir/ritonavir with Copegus plus RO5024048 and/or Pegasys in patients with chronic hepatitis C infection. Patients will be divided into 2 separate cohorts. Cohort A, previous partial responders, will be randomized to Groups 1-3 and cohort B, previous null responders, will be randomized to Groups 4-6. Patients in all groups will receive danoprevir 100 mg twice a day and ritonavir 100 mg twice a day for 24 weeks. In addition, Groups 1 and 4 will receive RO5024048 1000 mg twice a day and Copegus 1000 mg or 1200 mg twice a day for 24 weeks; Group 2 will receive Pegasys 180 microgram subcutaneously once weekly and Copegus 1000 mg or 1200 mg twice a day for 24 weeks; Groups 3, 5 and 6 will receive RO5024048 1000 mg twice a day, Pegasys 180 microgram subcutaneously once weekly and Copegus 1000 mg or 1200 mg twice a day for 24 weeks. In addition, patients in Group 6 will receive another 24 weeks of Pegasys plus Copegus treatment.",2011,5,Phase 2,381,Completed,Hepatitis
13199,NCT01332968,Roche,"A Multicenter, Phase III, Open-Label, Randomized Study in Previously Untreated Patients With Advanced Indolent Non-Hodgkin's Lymphoma Evaluating the Benefit of GA101 (RO5072759) Plus Chemotherapy Compared With Rituximab Plus Chemotherapy Followed by GA101 or Rituximab Maintenance Therapy in Responders","This open-label, randomized study will assess the efficacy and safety of obinutuzumab (RO5072759) in combination with chemotherapy compared to rituximab (MabThera/Rituxan) with chemotherapy followed by obinutuzumab or rituximab maintenance in participants with untreated advanced indolent non-Hodgkin's lymphoma. After the end of the induction period, participants achieving response (Complete response [CR] or partial response [PR]) will undergo a maintenance period continuing on the randomized antibody treatment alone every 2 months until disease progression for a total of 2 years. Anticipated time on study treatment is up to approximately 2.5 years. After maintenance or observation, participants will be followed for 5 years until progression. After progression, participants will be followed for new anti-lymphoma therapy and overall survival until the end of the study.",2011,7,Phase 3,1401,"Active, not recruiting","Lymphoma, Non-Hodgkin"
13200,NCT01332994,Roche,"Efficacy and Safety Study of a Sequential Therapy of Tocilizumab (TCZ) and, if Initially Inadequately Responded to Tocilizumab (TCZ), Followed by Rituximab (RTX) in DMARD-IR Patients With Rheumatoid Arthritis (MIRAI)","This open-label, multi-center, two-arm, uncontrolled and non-randomized study will evaluate the efficacy and safety of RoActemra/Actemra (tocilizumab) in patients with rheumatoid arthritis. Patients will receive 8 mg/kg RoActemra/Actemra intravenously every 4 weeks for 12 weeks and - if adequately responded - for further 12 weeks. Patients, who show an inadequate clinical response after the first 12 weeks to RoActemra/Actemra, will receive 1 g MabThera/Rituxan (rituximab) intravenously at Week 16 and 18. The anticipated time of study treatment is 32 weeks.",2011,3,Phase 3,519,Completed,"Arthritis, Rheumatoid"
13201,NCT01337375,Roche,Pharmacokinetics and Pharmacodynamics of Intravenous Administration of Pegylated Interferon-2a in Patients With Chronic Hepatitis C and Previous Non-response to Standard Combination Therapy With Pegylated Interferon and Ribavirin (Intervention Study),"In this randomized, cross-over, open label study the correlation of Pegasys (peginterferon alfa-2a) pharmacokinetics after intravenous (iv) and subcutaneous (sc) administration with viral load and viral kinetics will be investigated in patients with chronic hepatitis C genotype 1 who were non-responders to previous standard combination therapy with pegylated interferon and ribavirin. Patients will be randomized to receive either weekly or twice weekly Pegasys iv or sc for 2 weeks, crossing over to the other mode of administration after a washout period of 6 weeks.",2011,3,Phase 1,31,Completed,Hepatitis
13202,NCT01338558,Roche,,"This randomized, open-label study will evaluate the safety and efficacy of Avastin (Bevacizumab) added to standard mFOLFOX6 chemotherapy in treatment-naïve patients with Stage IV metastatic colorectal cancer. According to K-RAS gene mutation status, patients will be assigned or randomized to receive either Avastin 5 mg/kg intravenously (iv) on Day 1 of each 2-week cycle or cetuximab 400 mg/m2 iv on Day 1 followed by 250 mg/m2 iv every week, in addition to mFOLFOX6 every 2 weeks. Anticipated time on study treatment is until disease progression or unacceptable toxicity occurs.",2011,6,Phase 3,0,Withdrawn,Colorectal Neoplasms
13203,NCT01342640,Roche,"A Single Arm, Open Label, Multicenter Phase IIIb/IV Clinical Trial to Assess the Efficacy, Safety and Tolerability of Monthly Administration of C.E.R.A. for the Treatment of Not on Dialysis Chronic Renal Anemia Not Currently Treated With ESA","This single arm, open label, multicenter study will evaluate the safety and change in hemoglobin levels of Mircera (C.E.R.A.; methoxy polyethylene glycol-epoetin beta) in patients with chronic renal anemia who are not on dialysis. Patients will receive as a recommended starting dose 1.2 micrograms of Mircera subcutaneously every 4 weeks. The starting dose is dependent on the patient's weight. Dose adjustment may be required due to inadequate or excessive treatment response. The anticipated time on study treatment is 28 weeks.",2011,7,Phase 4,70,Completed,Anemia
13204,NCT01342965,Roche,"A Multicenter, Open-label, Randomized Phase III Study to Evaluate the Efficacy and Safety of Erlotinib (Tarceva®) Versus Gemcitabine/Cisplatin as the First-line Treatment for Stage IIIB/IV Non-small Cell Lung Cancer (NSCLC) Patients With Mutations in the Tyrosine Kinase Domain of Epidermal Growth Factor Receptor (EGFR) in Their Tumors","This open-label, randomized, parallel arm study assessed the efficacy and safety of Tarceva (erlotinib) versus gemcitabine/cisplatin combination chemotherapy as first-line treatment in patients with stage IIIB/IV non-small cell lung cancer with epidermal growth factor receptor (EGFR) mutations in their tumours. Patients were randomized to receive either Tarceva 150 mg orally daily or 3-week cycles of gemcitabine 1250 mg/m^2 intravenously (iv) on Days 1 and 8 plus cisplatin 75 mg/m^2 iv on Day 1.",2011,3,Phase 3,217,Completed,Lung Neoplasms
13205,NCT01351415,Roche,"An Open-label, Randomized, Phase IIIb Trial Evaluating the Efficacy and Safety of Standard of Care +/- Continuous Bevacizumab Treatment Beyond Progression of Disease (PD) in Patients With Advanced Non-squamous Non-small Cell Lung Cancer (NSCLC) After First Line Treatment With Bevacizumab Plus a Platinum Doublet-containing Chemotherapy","This open-label, randomized, multicenter study will evaluate the efficacy and safety of bevacizumab (Avastin) in combination with standard of care (SOC) treatment in participants with advanced non-squamous NSCLC. Participants will be enrolled at documentation of progression of disease (PD) after 4-6 cycles of first-line treatment with bevacizumab plus a platinum doublet-containing therapy and a minimum of two cycles of bevacizumab maintenance treatment prior to PD. Participants will be randomly assigned to one of two treatment arms to receive either bevacizumab plus SOC treatment or SOC treatment alone.",2011,6,Phase 3,485,Completed,Lung Neoplasms
13206,NCT01353859,Roche,"An Open Label, Local, Multicenter , Phase IIIb Interventional Study to Assess the Efficacy of Tocilizumab (TCZ) in Combination With Methotrexate (MTX) in Indonesian Patients With Active Rheumatoid Arthritis Who Have an Inadequate Response to Non-biologic DMARDs","This multicenter, open-label, single arm study will assess the safety and efficacy of RoActemra/Actemra (tocilizumab) in combination with methotrexate in patients with active rheumatoid arthritis who have an inadequate response to non-biologic disease-modifying antirheumatic drugs (DMARDs). Patients will receive RoActemra/Actemra 8 mg/kg intravenously every 4 weeks for a total of 6 infusions plus methotrexate 10-25 mg orally weekly. Anticipated time on study treatment is 24 weeks.",2011,3,Phase 3,39,Completed,"Arthritis, Rheumatoid"
